177.47	1181.68
177.69	1181.68
177.91	1181.68
178.13	1073.14
178.36	1177.58
178.58	1148.91
178.80	1124.33
179.02	1171.44
179.24	1198.06
179.46	1142.77
179.68	1148.91
179.90	1206.25
180.13	1097.71
180.35	1138.67
180.57	1204.21
180.79	1122.29
181.01	1204.21
181.23	1142.77
181.45	1101.81
181.67	1140.72
181.90	1245.16
182.12	1140.72
182.34	1243.12
182.56	1155.05
182.78	1202.16
183.00	1110.00
183.22	1185.77
183.44	1157.10
183.66	1150.96
183.89	1138.67
184.11	1216.49
184.33	1136.62
184.55	1214.45
184.77	1159.15
184.99	1095.66
185.21	1220.59
185.43	1142.77
185.65	1177.58
185.87	1085.42
186.10	1204.21
186.32	1177.58
186.54	1234.93
186.76	1136.62
186.98	1193.97
187.20	1118.19
187.42	1140.72
187.64	1206.25
187.86	1138.67
188.08	1187.82
188.30	1146.86
188.52	1161.20
188.75	1130.48
188.97	1173.49
189.19	1247.21
189.41	1118.19
189.63	1159.15
189.85	1116.14
190.07	1134.57
190.29	1155.05
190.51	1171.44
190.73	1232.88
190.95	1146.86
191.17	1206.25
191.39	1255.40
191.61	1200.11
191.84	1177.58
192.06	1157.10
192.28	1132.53
192.50	1150.96
192.72	1155.05
192.94	1200.11
193.16	1148.91
193.38	1173.49
193.60	1230.83
193.82	1175.53
194.04	1218.54
194.26	1206.25
194.48	1163.25
194.70	1114.10
194.92	1150.96
195.14	1185.77
195.36	1140.72
195.58	1175.53
195.80	1218.54
196.02	1191.92
196.24	1179.63
196.46	1167.34
196.69	1189.87
196.91	1181.68
197.13	1169.39
197.35	1157.10
197.57	1155.05
197.79	1173.49
198.01	1146.86
198.23	1179.63
198.45	1212.40
198.67	1173.49
198.89	1138.67
199.11	1214.45
199.33	1136.62
199.55	1091.57
199.77	1175.53
199.99	1144.81
200.21	1200.11
200.43	1181.68
200.65	1097.71
200.87	1140.72
201.09	1189.87
201.31	1142.77
201.53	1277.93
201.75	1159.15
201.97	1155.05
202.19	1191.92
202.41	1191.92
202.63	1232.88
202.85	1275.88
203.07	1239.02
203.29	1196.01
203.51	1220.59
203.73	1107.95
203.95	1220.59
204.17	1189.87
204.39	1241.07
204.61	1239.02
204.83	1146.86
205.05	1171.44
205.27	1136.62
205.49	1114.10
205.71	1202.16
205.93	1179.63
206.15	1130.48
206.37	1210.35
206.59	1140.72
206.81	1228.78
207.03	1226.73
207.25	1196.01
207.47	1144.81
207.69	1138.67
207.91	1171.44
208.13	1181.68
208.34	1210.35
208.56	1191.92
208.78	1204.21
209.00	1173.49
209.22	1122.29
209.44	1126.38
209.66	1191.92
209.88	1161.20
210.10	1214.45
210.32	1114.10
210.54	1161.20
210.76	1138.67
210.98	1177.58
211.20	1165.29
211.42	1208.30
211.64	1191.92
211.86	1161.20
212.08	1243.12
212.30	1204.21
212.52	1114.10
212.74	1173.49
212.96	1179.63
213.17	1247.21
213.39	1130.48
213.61	1191.92
213.83	1144.81
214.05	1196.01
214.27	1081.33
214.49	1130.48
214.71	1146.86
214.93	1222.64
215.15	1155.05
215.37	1202.16
215.59	1185.77
215.81	1142.77
216.03	1103.86
216.24	1277.93
216.46	1200.11
216.68	1243.12
216.90	1171.44
217.12	1159.15
217.34	1216.49
217.56	1159.15
217.78	1153.01
218.00	1208.30
218.22	1124.33
218.44	1150.96
218.66	1179.63
218.87	1204.21
219.09	1153.01
219.31	1185.77
219.53	1196.01
219.75	1159.15
219.97	1114.10
220.19	1220.59
220.41	1171.44
220.63	1173.49
220.85	1183.73
221.06	1150.96
221.28	1204.21
221.50	1200.11
221.72	1163.25
221.94	1105.90
222.16	1179.63
222.38	1243.12
222.60	1155.05
222.82	1185.77
223.03	1155.05
223.25	1146.86
223.47	1122.29
223.69	1208.30
223.91	1081.33
224.13	1155.05
224.35	1112.05
224.57	1173.49
224.78	1173.49
225.00	1120.24
225.22	1177.58
225.44	1128.43
225.66	1161.20
225.88	1187.82
226.10	1171.44
226.32	1167.34
226.53	1163.25
226.75	1140.72
226.97	1142.77
227.19	1081.33
227.41	1185.77
227.63	1259.50
227.85	1202.16
228.06	1239.02
228.28	1136.62
228.50	1122.29
228.72	1138.67
228.94	1153.01
229.16	1142.77
229.37	1181.68
229.59	1175.53
229.81	1241.07
230.03	1187.82
230.25	1177.58
230.47	1183.73
230.69	1288.17
230.90	1167.34
231.12	1245.16
231.34	1081.33
231.56	1136.62
231.78	1161.20
232.00	1191.92
232.21	1206.25
232.43	1161.20
232.65	1140.72
232.87	1122.29
233.09	1161.20
233.30	1210.35
233.52	1116.14
233.74	1216.49
233.96	1171.44
234.18	1183.73
234.40	1187.82
234.61	1206.25
234.83	1200.11
235.05	1173.49
235.27	1196.01
235.49	1175.53
235.70	1095.66
235.92	1183.73
236.14	1155.05
236.36	1212.40
236.58	1259.50
236.79	1148.91
237.01	1177.58
237.23	1210.35
237.45	1130.48
237.67	1198.06
237.88	1103.86
238.10	1085.42
238.32	1136.62
238.54	1200.11
238.76	1202.16
238.97	1146.86
239.19	1112.05
239.41	1167.34
239.63	1161.20
239.85	1171.44
240.06	1269.74
240.28	1159.15
240.50	1183.73
240.72	1265.64
240.93	1206.25
241.15	1140.72
241.37	1191.92
241.59	1193.97
241.81	1224.69
242.02	1236.97
242.24	1163.25
242.46	1165.29
242.68	1228.78
242.89	1179.63
243.11	1089.52
243.33	1196.01
243.55	1155.05
243.76	1218.54
243.98	1187.82
244.20	1208.30
244.42	1226.73
244.64	1208.30
244.85	1236.97
245.07	1179.63
245.29	1144.81
245.51	1210.35
