SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Mon Jun 06 13:52:57 CEST 2016
User: root
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB4C02835
Integration Time (usec): 100000 (USB4C02835)
Spectra Averaged: 1 (USB4C02835)
Boxcar Smoothing: 0 (USB4C02835)
Correct for Electrical Dark: No (USB4C02835)
Strobe/Lamp Enabled: No (USB4C02835)
Correct for Detector Non-linearity: No (USB4C02835)
Correct for Stray Light: No (USB4C02835)
Number of Pixels in Processed Spectrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
177,47	1443,82
177,69	1443,82
177,91	1443,82
178,13	1429,48
178,36	1458,15
178,58	1720,29
178,80	1714,15
179,02	1624,04
179,24	1759,21
179,46	1671,14
179,68	1677,29
179,90	1693,67
180,13	1740,77
180,35	1597,42
180,57	1701,86
180,79	1796,07
181,01	1697,77
181,23	1716,20
181,45	1718,25
181,67	1730,53
181,90	1681,38
182,12	1658,85
182,34	1603,56
182,56	1730,53
182,78	1656,81
183,00	1624,04
183,22	1603,56
183,44	1601,51
183,66	1769,44
183,89	1839,08
184,11	1705,96
184,33	1775,59
184,55	1734,63
184,77	1722,34
184,99	1673,19
185,21	1740,77
185,43	1884,13
185,65	1660,90
185,87	1751,01
186,10	1771,49
186,32	1855,46
186,54	1763,30
186,76	1701,86
186,98	1755,11
187,20	1722,34
187,42	1609,70
187,64	1683,43
187,86	1724,39
188,08	1759,21
188,30	1658,85
188,52	1671,14
188,75	1810,40
188,97	1738,73
189,19	1699,81
189,41	1679,33
189,63	1775,59
189,85	1658,85
190,07	1621,99
190,29	1574,89
190,51	1687,53
190,73	1574,89
190,95	1732,58
191,17	1814,50
191,39	1642,47
191,61	1654,76
191,84	1679,33
192,06	1730,53
192,28	1597,42
192,50	1814,50
192,72	1636,33
192,94	1730,53
193,16	1746,92
193,38	1675,24
193,60	1615,85
193,82	1705,96
194,04	1726,44
194,26	1748,97
194,48	1744,87
194,70	1681,38
194,92	1742,82
195,14	1755,11
195,36	1718,25
195,58	1757,16
195,80	1669,09
196,02	1705,96
196,24	1609,70
196,46	1748,97
196,69	1683,43
196,91	1853,41
197,13	1587,18
197,35	1714,15
197,57	1767,40
197,79	1724,39
198,01	1687,53
198,23	1859,56
198,45	1779,68
198,67	1595,37
198,89	1720,29
199,11	1658,85
199,33	1658,85
199,55	1601,51
199,77	1640,42
199,99	1787,88
200,21	1644,52
200,43	1656,81
200,65	1708,01
200,87	1605,61
201,09	1673,19
201,31	1730,53
201,53	1771,49
201,75	1701,86
201,97	1804,26
202,19	1679,33
202,41	1683,43
202,63	1861,60
202,85	1708,01
203,07	1779,68
203,29	1665,00
203,51	1601,51
203,73	1648,61
203,95	1828,84
204,17	1771,49
204,39	1667,05
204,61	1615,85
204,83	1607,66
205,05	1712,10
205,27	1736,68
205,49	1775,59
205,71	1675,24
205,93	1607,66
206,15	1693,67
206,37	1679,33
206,59	1705,96
206,81	1675,24
207,03	1628,14
207,25	1636,33
207,47	1773,54
207,69	1681,38
207,91	1746,92
208,13	1769,44
208,34	1697,77
208,56	1609,70
208,78	1734,63
209,00	1638,38
209,22	1677,29
209,44	1691,62
209,66	1638,38
209,88	1677,29
210,10	1669,09
210,32	1726,44
210,54	1775,59
210,76	1621,99
210,98	1681,38
211,20	1550,31
211,42	1693,67
211,64	1710,05
211,86	1705,96
212,08	1738,73
212,30	1734,63
212,52	1695,72
212,74	1753,06
212,96	1722,34
213,17	1779,68
213,39	1677,29
213,61	1730,53
213,83	1785,83
214,05	1632,23
214,27	1710,05
214,49	1699,81
214,71	1665,00
214,93	1781,73
215,15	1685,48
215,37	1761,25
215,59	1613,80
215,81	1787,88
216,03	1771,49
216,24	1699,81
216,46	1679,33
216,68	1720,29
216,90	1726,44
217,12	1746,92
217,34	1689,57
217,56	1710,05
217,78	1812,45
218,00	1742,82
218,22	1669,09
218,44	1699,81
218,66	1683,43
218,87	1863,65
219,09	1656,81
219,31	1697,77
219,53	1714,15
219,75	1669,09
219,97	1660,90
220,19	1718,25
220,41	1718,25
220,63	1742,82
220,85	1728,49
221,06	1716,20
221,28	1779,68
221,50	1648,61
221,72	1656,81
221,94	1693,67
222,16	1744,87
222,38	1779,68
222,60	1732,58
222,82	1531,88
223,03	1736,68
223,25	1644,52
223,47	1685,48
223,69	1802,21
223,91	1736,68
224,13	1722,34
224,35	1710,05
224,57	1777,64
224,78	1681,38
225,00	1693,67
225,22	1638,38
225,44	1677,29
225,66	1726,44
225,88	1632,23
226,10	1816,55
226,32	1800,16
226,53	1804,26
226,75	1718,25
226,97	1675,24
227,19	1615,85
227,41	1701,86
227,63	1601,51
227,85	1619,94
228,06	1722,34
228,28	1710,05
228,50	1800,16
228,72	1644,52
228,94	1621,99
229,16	1621,99
229,37	1708,01
229,59	1705,96
229,81	1712,10
230,03	1615,85
230,25	1656,81
230,47	1640,42
230,69	1626,09
230,90	1777,64
231,12	1722,34
231,34	1734,63
231,56	1773,54
231,78	1718,25
232,00	1773,54
232,21	1699,81
232,43	1701,86
232,65	1587,18
232,87	1679,33
233,09	1624,04
233,30	1714,15
233,52	1718,25
233,74	1644,52
233,96	1765,35
234,18	1734,63
234,40	1734,63
234,61	1869,80
234,83	1656,81
235,05	1748,97
235,27	1855,46
235,49	1738,73
235,70	1611,75
235,92	1732,58
236,14	1667,05
236,36	1892,32
236,58	1693,67
236,79	1789,92
237,01	1679,33
237,23	1636,33
237,45	1794,02
237,67	1710,05
237,88	1728,49
238,10	1804,26
238,32	1681,38
238,54	1720,29
238,76	1683,43
238,97	1605,61
239,19	1724,39
239,41	1730,53
239,63	1785,83
239,85	1691,62
240,06	1730,53
240,28	1652,71
240,50	1742,82
240,72	1718,25
240,93	1662,95
241,15	1730,53
241,37	1689,57
241,59	1767,40
241,81	1644,52
242,02	1683,43
242,24	1779,68
242,46	1763,30
242,68	1691,62
242,89	1710,05
243,11	1714,15
243,33	1718,25
243,55	1726,44
243,76	1708,01
243,98	1605,61
244,20	1728,49
244,42	1673,19
244,64	1730,53
244,85	1697,77
245,07	1679,33
245,29	1728,49
245,51	1705,96
245,72	1658,85
245,94	1789,92
246,16	1787,88
246,38	1818,60
246,59	1660,90
246,81	1677,29
247,03	1714,15
247,24	1642,47
247,46	1710,05
247,68	1691,62
247,90	1658,85
248,11	1718,25
248,33	1765,35
248,55	1667,05
248,77	1716,20
248,98	1703,91
249,20	1751,01
249,42	1746,92
249,64	1736,68
249,85	1619,94
250,07	1687,53
250,29	1685,48
250,50	1730,53
250,72	1546,22
250,94	1687,53
251,16	1726,44
251,37	1726,44
251,59	1761,25
251,81	1767,40
252,02	1761,25
252,24	1722,34
252,46	1849,32
252,68	1624,04
252,89	1621,99
253,11	1560,55
253,33	1769,44
253,54	1775,59
253,76	1630,18
253,98	1638,38
254,20	1656,81
254,41	1605,61
254,63	1708,01
254,85	1665,00
255,06	1640,42
255,28	1673,19
255,50	1656,81
255,71	1621,99
255,93	1624,04
256,15	1730,53
256,36	1744,87
256,58	1689,57
256,80	1734,63
257,02	1720,29
257,23	1695,72
257,45	1716,20
